hostsp,hostid,AA,drift,driftadj,diff,finalvalue,samplestd,date_collected,year,lag0_temp,lag1_temp,lag2_temp,lag3_temp,lag12_temp,decade,tl,sl,location,lat,long,comments
herring,017127-2_63,asp,NA,NA,NA,NA,0.491762477,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ser,NA,NA,NA,NA,1.514198248,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ala,-0.223433628,25.93576696,-0.6878,26.62356696,0.160316354,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,val,-0.217646018,27.30931268,-0.0044,27.31371268,0.928056751,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,leu,-0.388858407,25.47619174,-0.3902,25.86639174,0.267330008,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ile,0.337911504,25.84242183,1.1276,24.71482183,0.225637615,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,nle,-0.795026549,15.10502655,-2.3348,17.43982655,0.432923781,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,thr,0.043911504,-14.21657817,-1.7628,-12.45377817,0.292034815,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,asp,0.694486726,21.85051327,-0.06,21.91051327,0.060099917,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,ser,-0.560761062,9.440427729,-1.8142,11.25462773,1.203160145,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,glu_notusing,-0.478088496,27.43575516,0.2846,27.15115516,0.318151431,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,017127-2_63,phe_notusing,-0.53899115,6.68899115,0.3358,6.35319115,0.243911869,16-Sep-63,1963,10.6,10.8,10.5,10.2,10.5,1960,158,132,Washington San Juan Islands; East Sound near Orcas Island,48.6330603,-122.87028,
herring,041309-1_79,ala,-0.528628319,24.74929499,-0.8774,25.62669499,0.274907863,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,val,-0.538061947,23.77472861,-0.236,24.01072861,0.712822792,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,leu,-0.848336283,23.01033628,-0.1712,23.18153628,0.160521027,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,ile,0.302738938,23.5705944,1.1576,22.4129944,0.525879581,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,nle,-1.671535398,13.8735354,-2.2086,16.0821354,3.891009638,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,thr,-0.551061947,-12.31893805,-2.142,-10.17693805,0.292808811,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,asp,0.690553097,17.38511357,0.0232,17.36191357,0.110654116,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,ser,-1.752986726,11.12432006,-1.2924,12.41672006,0.356365449,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,glu,-0.980982301,26.01164897,0.202,25.80964897,0.065431898,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,041309-1_79,phe,-1.570871681,6.643871681,0.265,6.378871681,0.415996394,5-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,105,86,Washington Port Townsend Bay Puget Sound,48.09012,-122.7601,
herring,022357-1_79,ala,-0.582292035,26.93362537,-1.036,27.96962537,0.324398418,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,val,-0.452681416,26.61034808,-0.2916,26.90194808,0.06757465,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,leu,-0.270424779,25.15309145,-0.0916,25.24469145,0.167917639,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,ile,0.110654867,25.31234513,1.243,24.06934513,0.193806605,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,nle,-0.957212389,14.26754572,-2.6488,16.91634572,0.268300826,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,pro,-0.545522124,27.46518879,3.099,24.36618879,0.273660982,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,thr,-0.21119469,-17.63247198,-2.0942,-15.53827198,0.196105414,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,asp,0.722283186,18.86571681,0.232,18.63371681,0.054808758,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,ser,-0.69799115,8.05799115,-1.7604,9.81839115,0.368439954,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,glu,-0.532327434,26.62132743,0.323,26.29832743,0.1107294,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,022357-1_79,phe,-0.611654867,6.534321534,0.1648,6.369521534,0.611622705,16-Jan-79,1979,6.5,7.3,8.2,9.8,7.6,1970,230,192,"Jefferson Upper Dabob Bay, Hood canal 22-46 fm",47.838636,-122.81465,
herring,026570-1_80_notusing,glu_notusing,-1.274902655,27.28290265,0.2846,26.99830265,2.661813855,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,230,183,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,ala,-0.335150442,26.47281711,-0.6878,27.16061711,0.28165996,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,val,-0.326469027,25.96380236,-0.0044,25.96820236,1.237929858,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,leu,-0.583287611,23.70862094,-0.3902,24.09882094,0.240196447,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,ile,0.506867257,22.58546608,1.1276,21.45786608,0.06603282,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,nle,-1.192539823,15.59320649,-2.3348,17.92800649,0.299581931,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,pro,0.283858407,24.58414159,4.2038,20.38034159,0.24678128,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,thr,0.065867257,-16.46220059,-1.7628,-14.69940059,0.278808776,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,asp,1.041730088,19.04426991,-0.06,19.10426991,0.121445461,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,ser,-0.841141593,10.05514159,-1.8142,11.86934159,0.200531793,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,glu,-0.717132743,26.54946608,0.2846,26.26486608,0.112188829,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-2_80,phe,-0.808486726,7.820486726,0.3358,7.484686726,0.491897347,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,225,185,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,ala,-0.873438053,27.11743805,-1.036,28.15343805,0.328872316,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,val,-0.679022124,26.72268879,-0.2916,27.01428879,0.241500173,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,leu,-0.405637168,25.77930383,-0.0916,25.87090383,1.85936127,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,ile,0.165982301,26.29135103,1.243,25.04835103,0.118496132,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,nle,-1.435818584,15.15148525,-2.6488,17.80028525,0.587391976,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,thr,-0.316792035,-13.99720796,-2.0942,-11.90300796,0.734288091,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,asp,1.083424779,19.08224189,0.232,18.85024189,0.827394908,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,ser,-1.046986726,11.46265339,-1.7604,13.22305339,0.13341789,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,glu,-0.79849115,26.96482448,0.323,26.64182448,0.128784057,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,026570-3_80,phe,-0.917482301,7.686815634,0.1648,7.522015634,0.865605183,17-Jan-80,1980,7.7,8.6,9,9.8,6.5,1980,213,173,Washington Offshore from Nisqually R. Puget Sound,47.1413,-122.7658,
herring,029064-1_83,ala,NA,NA,NA,NA,0.282517846,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,val,0.738123894,21.73587611,0.673,21.06287611,0.08107404,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,leu,0.861221239,21.41111209,0.652,20.75911209,0.185758804,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,ile,1.311964602,21.61170206,1.6704,19.94130206,0.643551345,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,nle,-1.516225664,16.178559,-1.952,18.130559,0.814865224,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,pro,1.481309735,23.48569027,3.721,19.76469027,0.879348054,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,thr,1.708637168,-9.929303835,-1.0264,-8.902903835,0.304316173,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,asp,2.714469027,21.05986431,0.96,20.09986431,0.713897985,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,ser,-0.384823009,11.77815634,-1.013,12.79115634,0.41028811,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,glu,0.59259292,25.06507375,1.3856,23.67947375,0.344784474,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,029064-1_83,phe,-0.018119469,6.567452802,1.2284,5.339052802,0.486396272,14-Apr-83,1983,10,9.4,8.6,8.6,8.8,1980,170,140,Meadow Pt. Puget Sound,47.6953133,-122.40843,
herring,045046-1_85_notusing,ala,-0.243982301,26.57331563,-0.8774,27.45071563,0.629051932,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,val,-0.248336283,26.87566962,-0.236,27.11166962,0.539575142,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,leu,-0.391539823,24.38653982,-0.1712,24.55773982,0.105076163,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,ile,0.139725664,22.936941,1.1576,21.779341,0.247338499,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,nle,-0.771477876,20.58614454,-2.2086,22.79474454,0.699960237,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,ser,-0.809070796,23.34140413,-1.2924,24.63380413,0.500309238,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,glu_notusing,-0.452761062,26.39276106,0.202,26.19076106,0.581987113,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045046-1_85_notusing,phe_notusing,-0.604181416,8.209181416,0.265,7.944181416,NA,7-Oct-85,1985,9.6,10.8,11.6,11.5,9.7,1980,198,163,"Washington Puget Sound, Dabob Bay 47.8000, -122.8000 50-0m",47.8,-122.8,
herring,045083-1_86,ala,-0.365973451,25.97830678,-0.8774,26.85570678,0.404955965,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,val,-0.372504425,26.20917109,-0.236,26.44517109,0.776872147,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,leu,-0.587309735,23.57464307,-0.1712,23.74584307,0.170734687,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,ile,0.209588496,22.89374484,1.1576,21.73614484,0.119675951,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,nle,-1.157216814,21.36988348,-2.2086,23.57848348,0.895255457,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,thr,-0.381504425,-12.95516224,-2.142,-10.81316224,0.382251662,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,asp,0.478075221,20.56759145,0.0232,20.54439145,0.733482333,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,ser,-1.213606195,9.197272861,-1.2924,10.48967286,1.336031936,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,glu,-0.679141593,28.97814159,0.202,28.77614159,0.158047461,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045083-1_86,phe,-1.087526549,8.511859882,0.265,8.246859882,0.295889056,29-Apr-86,1986,8.4,8,6.6,7,8.2,1980,184,159,"Washington Puget Sound, Dabob Bay Just East of Whitney Point 47.7500, -122.8333 25-0m",47.75,-122.8333,
herring,045486-1_87,ala,-0.650619469,24.87228614,-0.8774,25.74968614,0.157303316,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,val,-0.662230088,22.17823009,-0.236,22.41423009,0.163807814,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,leu,-1.044106195,22.79910619,-0.1712,22.97030619,0.433242426,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,ile,0.37260177,22.37673156,1.1576,21.21913156,0.183003643,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,nle,-1.971554572,20.65588791,-2.2086,22.86448791,5.13457538,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,thr,-0.678230088,-12.19576991,-2.142,-10.05376991,0.288317533,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,asp,0.849911504,20.0150885,0.0232,19.9918885,0.356400056,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,ser,-2.157522124,14.60985546,-1.2924,15.90225546,0.639135614,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,glu,-1.207362832,26.38436283,0.202,26.18236283,0.287026131,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,045486-1_87,phe,-1.933380531,6.236380531,0.265,5.971380531,0.698292202,25-Mar-87,1987,8.3,7.9,7.6,7.8,8,1980,128.5,102,"Kitsap Puget Sound, Dabob Bay, Just East of Whitney Point 47.7500, -122.8333 surface",47.75,-122.8333,
herring,111228-1_89,ala,-0.013539823,25.70853982,-0.4446,26.15313982,0.330109073,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,val,-0.154831858,25.22116519,0.0632,25.15796519,0.709346413,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,leu,0.303690265,23.7619764,0.065,23.6969764,0.549987576,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,ile,0.771849558,24.30248378,1.7906,22.51188378,0.252294141,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,nle,-1.775110619,14.48777729,-2.8786,17.36637729,4.866884459,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,pro,-0.16849115,28.39982448,3.494,24.90582448,1.363061383,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,thr,0.421048673,-16.48571534,-1.7798,-14.70591534,0.84480846,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,asp,0.867265487,17.95240118,0.9038,17.04860118,0.681825735,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,ser,-0.682367257,10.43536726,-1.65,12.08536726,0.63969055,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,glu,0.037393805,26.00160619,0.4074,25.59420619,0.21933536,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-1_89,phe,0.129464602,4.850202065,0.6806,4.169602065,0.718449256,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,205,178,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,ala,-0.827628319,24.90796165,-1.0216,25.92956165,0.098332768,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,val,-0.873530973,25.32953097,-0.345,25.67453097,0.457164084,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,leu,-1.073362832,24.39336283,-0.6794,25.07276283,0.434604418,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,ile,0.418013274,24.13432006,1.199,22.93532006,0.451460223,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,nle,-2.10139823,15.87239823,-2.2832,18.15559823,0.617497368,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,pro,-1.396460177,23.94346018,3.9672,19.97626018,NA,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,thr,-0.530986726,-10.82667994,-2.2448,-8.581879941,0.073785726,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,asp,1.524393805,17.47927286,-0.23,17.70927286,0.787618139,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,ser,-0.850119469,10.35411947,-2.4618,12.81591947,0.506222283,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,glu,-1.135774336,25.422441,0.0864,25.336041,0.084293139,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
herring,111228-2_89,phe,-1.126513274,7.611179941,0.6364,6.974779941,0.049642052,16-May-89,1989,9.5,8.2,6.8,5.8,9.6,1980,162,134,Kitsap 47.7333 -122.5167,47.7333,-122.5167,
pollock,117905-1_90,ala,NA,NA,NA,NA,0.278290017,11-May-90,1990,9.9,9,8.2,7.7,9.5,1990,176,152,"Washington Port Madison, Puget Sound",47.1413,-122.7658,
pollock,117905-1_90,val,0.340672566,24.17932743,0.673,23.50632743,0.117017093,11-May-90,1990,9.9,9,8.2,7.7,9.5,1990,176,152,"Washington Port Madison, Puget Sound",47.1413,-122.7658,
